X,Y,Date,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths,StatisticsProfileDate,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,HospitalisedAged65up,Male,Female,Unknown,Aged1,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Aged65up,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID
-7.692596,53.288234,2020/10/14 00:00:00+00,1095,45243,5,1835,2020/10/12 00:00:00+00,44158,3877,503,9719,5022,38,31,113,246,313,508,581,2045,20315,23799,44,281,466,1701,6499,7790,7228,7077,4990,8097,42,27,66,2,227
-7.692596,53.288234,2020/10/15 00:00:00+00,1205,46429,3,1838,2020/10/13 00:00:00+00,45224,3916,505,9792,5173,41,31,115,248,315,513,586,2065,20837,24342,45,293,479,1769,6814,7974,7378,7204,5094,8191,42,27,66,2,228
-7.692596,53.288234,2020/10/16 00:00:00+00,1000,47427,3,1841,2020/10/14 00:00:00+00,46427,3936,508,9839,5265,41,31,118,250,315,518,588,2073,21450,24931,46,311,498,1860,7148,8184,7555,7369,5204,8270,41,27,66,2,229
-7.692596,53.288234,2020/10/17 00:00:00+00,1276,48678,8,1849,2020/10/15 00:00:00+00,47402,3956,510,9870,5423,41,31,118,253,319,520,591,2081,21917,25439,46,320,528,1953,7408,8337,7709,7490,5303,8328,41,27,65,2,230
-7.692596,53.288234,2020/10/18 00:00:00+00,1283,49962,3,1852,2020/10/16 00:00:00+00,48679,3980,511,9898,5568,41,33,120,253,322,519,595,2095,22561,26071,47,335,544,2047,7774,8541,7890,7670,5437,8415,41,27,64,2,231
-7.692596,53.288234,2020/10/19 00:00:00+00,1031,50993,0,1852,2020/10/17 00:00:00+00,49962,3997,513,9917,5590,41,33,120,255,324,521,596,2105,23190,26724,48,352,572,2181,8080,8751,8072,7830,5564,8533,41,28,63,2,232
-7.692596,53.288234,2020/10/20 00:00:00+00,1269,52256,13,1865,2020/10/18 00:00:00+00,50987,4021,517,9973,5617,41,34,121,257,324,525,599,2118,23700,27240,47,371,591,2294,8349,8910,8212,7959,5669,8604,40,28,63,2,233
-7.692596,53.288234,2020/10/21 00:00:00+00,1167,53422,3,1868,2020/10/19 00:00:00+00,52255,4055,519,10012,5765,42,36,123,261,327,528,605,2130,24311,27896,48,396,617,2404,8667,9068,8370,8134,5841,8729,40,28,62,2,234
-7.692596,53.288234,2020/10/22 00:00:00+00,1066,54476,3,1871,2020/10/20 00:00:00+00,53410,4118,524,10086,5900,42,38,124,265,330,537,620,2160,24844,28517,49,417,639,2508,8946,9241,8514,8293,5956,8867,40,28,62,2,235
-7.692596,53.288234,2020/10/23 00:00:00+00,777,55261,7,1878,2020/10/21 00:00:00+00,54484,4163,528,10113,6000,42,38,128,268,334,546,626,2179,25382,29051,51,444,667,2614,9174,9416,8665,8430,6052,8993,40,28,62,2,236
-7.692596,53.288234,2020/10/24 00:00:00+00,859,56108,4,1882,2020/10/22 00:00:00+00,55249,4155,529,10142,6143,43,37,123,263,332,545,623,2187,25809,29387,53,452,690,2687,9352,9523,8780,8543,6141,9052,40,28,63,2,237
-7.692596,53.288234,2020/10/25 00:00:00+00,1025,57128,0,1882,2020/10/23 00:00:00+00,56103,4195,529,10154,6249,43,37,123,264,336,547,629,2214,26221,29829,53,462,701,2777,9542,9649,8885,8665,6242,9151,40,28,62,2,238
-7.692596,53.288234,2020/10/26 00:00:00+00,939,58067,3,1885,2020/10/24 00:00:00+00,57131,4210,529,10172,6257,43,37,124,264,337,548,631,2224,26734,30343,54,487,731,2900,9786,9803,9037,8783,6350,9225,40,28,61,2,239
-7.692596,53.288234,2020/10/27 00:00:00+00,720,58767,5,1890,2020/10/25 00:00:00+00,58047,4232,534,10203,6254,43,39,125,265,338,549,631,2240,27168,30826,53,500,750,3016,9993,9934,9155,8905,6437,9328,40,29,61,2,240
-7.692596,53.288234,2020/10/28 00:00:00+00,675,59434,6,1896,2020/10/26 00:00:00+00,58759,4254,538,10241,6291,43,39,126,265,341,553,636,2249,27509,31196,54,510,770,3083,10150,10043,9253,9017,6514,9390,40,29,61,2,241
-7.692596,53.288234,2020/10/29 00:00:00+00,866,60297,6,1902,2020/10/27 00:00:00+00,59431,4302,539,10405,6372,44,39,128,268,347,561,643,2270,27830,31568,33,528,789,3153,10284,10142,9353,9117,6580,9456,40,29,61,2,242
-7.692596,53.288234,2020/10/30 00:00:00+00,772,61059,6,1908,2020/10/28 00:00:00+00,60287,4348,542,10440,6494,45,39,131,271,351,568,646,2295,28256,31998,33,534,809,3254,10450,10269,9476,9241,6663,9561,39,30,61,2,243
-7.692596,53.288234,2020/10/31 00:00:00+00,416,61456,5,1913,2020/10/29 00:00:00+00,61040,4377,546,10472,6584,45,39,131,274,352,569,654,2311,28611,32393,36,545,838,3339,10597,10369,9592,9349,6747,9634,39,30,61,2,244
-7.692596,53.288234,2020/11/01 00:00:00+00,552,62002,2,1915,2020/10/30 00:00:00+00,61450,4397,547,10493,6678,45,40,132,276,353,569,658,2322,28792,32622,36,552,846,3377,10686,10439,9647,9409,6787,9677,39,31,60,2,245
-7.692596,53.288234,2020/11/02 00:00:00+00,767,62750,2,1917,2020/10/31 00:00:00+00,61996,4411,549,10519,6703,45,42,132,276,353,570,660,2331,29065,32894,37,567,860,3464,10777,10500,9726,9487,6843,9742,39,31,60,1,246
-7.692596,53.288234,2020/11/03 00:00:00+00,322,63048,5,1922,2020/11/01 00:00:00+00,62726,4449,560,10583,6708,45,43,134,278,359,575,666,2347,29403,33288,35,585,878,3548,10921,10623,9848,9596,6897,9800,39,31,61,1,247
-7.692596,53.288234,2020/11/04 00:00:00+00,444,63483,8,1930,2020/11/02 00:00:00+00,63039,4490,564,10630,6850,46,45,136,281,361,579,673,2367,29556,33448,35,600,879,3583,10964,10673,9902,9630,6925,9850,39,32,61,1,248
-7.692596,53.288234,2020/11/05 00:00:00+00,591,64046,3,1933,2020/11/03 00:00:00+00,63455,4528,567,10689,6945,47,45,140,282,363,587,676,2386,29748,33672,35,602,900,3628,11016,10745,9960,9687,6979,9906,39,32,61,1,249
-7.692596,53.288234,2020/11/06 00:00:00+00,499,64538,8,1940,2020/11/04 00:00:00+00,64038,4580,569,10757,7071,48,46,140,287,366,594,680,2417,30028,33976,34,620,902,3670,11101,10850,10048,9781,7034,10000,39,32,62,1,250
-7.692596,53.288234,2020/11/07 00:00:00+00,335,64855,5,1945,2020/11/05 00:00:00+00,64520,4605,571,10827,7138,48,46,142,287,370,596,685,2429,30262,34218,40,640,904,3721,11186,10946,10119,9844,7069,10059,39,32,62,1,251
-7.692596,53.288234,2020/11/08 00:00:00+00,542,65394,2,1947,2020/11/06 00:00:00+00,64852,4630,571,10862,7241,48,46,143,290,374,596,689,2442,30416,34396,40,643,910,3763,11231,10995,10184,9895,7106,10093,39,33,62,1,252
-7.692596,53.288234,2020/11/09 00:00:00+00,270,65659,1,1948,2020/11/07 00:00:00+00,65389,4664,571,10906,7266,48,46,143,294,375,600,689,2467,30691,34657,41,646,930,3809,11328,11090,10266,9971,7151,10166,39,33,62,1,253
-7.692596,53.288234,2020/11/10 00:00:00+00,270,65889,16,1963,2020/11/08 00:00:00+00,65619,4676,575,10944,7313,48,47,143,295,378,601,690,2472,30827,34772,20,647,930,3848,11382,11122,10305,10005,7169,10179,39,33,62,1,254
-7.692596,53.288234,2020/11/11 00:00:00+00,362,66247,2,1965,2020/11/09 00:00:00+00,65885,4744,585,11000,7412,51,47,146,300,386,607,696,2479,30951,34914,20,649,938,3864,11426,11160,10345,10045,7190,10266,39,33,64,1,255
-7.692596,53.288234,2020/11/12 00:00:00+00,395,66632,1,1965,2020/11/10 00:00:00+00,66237,4773,586,11075,7748,52,47,147,298,387,608,699,2533,31137,35080,20,651,948,3893,11489,11207,10389,10117,7225,10286,39,32,64,1,256
-7.692596,53.288234,2020/11/13 00:00:00+00,482,67099,7,1972,2020/11/11 00:00:00+00,66617,4808,589,11118,7955,52,48,149,300,387,613,703,2554,31328,35269,20,653,960,3927,11572,11265,10447,10161,7256,10344,39,32,65,1,257
-7.692596,53.288234,2020/11/14 00:00:00+00,456,67526,6,1978,2020/11/12 00:00:00+00,67070,4834,591,11193,8110,52,48,149,300,389,618,704,2572,31549,35501,20,661,985,3971,11642,11344,10499,10224,7301,10411,39,32,65,1,258
-7.692596,53.288234,2020/11/15 00:00:00+00,378,67903,1,1979,2020/11/13 00:00:00+00,67525,4854,591,11242,8235,52,49,150,300,392,619,704,2586,31758,35747,20,663,1000,4029,11728,11422,10575,10278,7347,10451,39,32,65,1,259
-7.692596,53.288234,2020/11/16 00:00:00+00,456,68356,5,1984,2020/11/14 00:00:00+00,67900,4871,593,11283,8311,52,49,151,301,392,621,707,2596,31944,35934,22,673,1000,4069,11781,11485,10645,10329,7382,10504,39,32,65,1,260
-7.692596,53.288234,2020/11/17 00:00:00+00,366,68686,11,1995,2020/11/15 00:00:00+00,68320,4893,595,11380,8398,52,49,152,302,394,622,711,2609,32125,36174,21,701,1000,4107,11866,11557,10717,10392,7410,10538,39,32,65,1,261
-7.692596,53.288234,2020/11/18 00:00:00+00,379,69058,12,2006,2020/11/16 00:00:00+00,68679,4931,599,11457,8461,53,49,155,304,396,626,719,2627,32287,36371,21,721,1000,4144,11920,11609,10773,10449,7443,10588,39,32,65,1,262
-7.692596,53.288234,2020/11/19 00:00:00+00,429,69473,4,2010,2020/11/17 00:00:00+00,69044,4954,600,11519,8530,53,49,156,307,396,629,720,2642,32449,36572,23,735,1000,4189,11989,11666,10828,10509,7476,10620,39,31,66,1,263
-7.692596,53.288234,2020/11/20 00:00:00+00,330,69802,8,2018,2020/11/18 00:00:00+00,69472,5003,604,11565,8708,55,49,161,309,398,636,725,2668,32643,36805,24,752,1000,4223,12088,11735,10903,10559,7507,10673,39,31,66,1,264
-7.692596,53.288234,2020/11/21 00:00:00+00,344,70143,4,2022,2020/11/19 00:00:00+00,69805,5032,604,11603,8873,55,50,163,311,400,638,727,2686,32818,36961,26,760,1000,4267,12145,11786,10960,10601,7535,10718,39,31,66,1,265
-7.692596,53.288234,2020/11/22 00:00:00+00,318,70461,1,2023,2020/11/20 00:00:00+00,70143,5043,604,11637,9043,55,50,163,311,401,639,729,2693,32969,37145,29,764,1012,4310,12217,11840,11011,10650,7556,10750,39,31,66,1,266
-7.692596,53.288234,2020/11/23 00:00:00+00,252,70711,0,2022,2020/11/21 00:00:00+00,70458,5053,604,11659,9062,55,50,163,311,403,640,730,2699,33121,37306,31,789,1000,4352,12309,11884,11052,10678,7587,10774,39,31,66,1,267
-7.692596,53.288234,2020/11/24 00:00:00+00,226,70930,6,2028,2020/11/22 00:00:00+00,70704,5069,604,11675,9096,55,50,164,314,407,641,732,2704,33242,37431,31,800,1000,4384,12359,11915,11088,10717,7607,10801,39,31,67,1,268
-7.692596,53.288234,2020/11/25 00:00:00+00,269,71187,6,2033,2020/11/23 00:00:00+00,70918,5117,614,11728,9134,55,50,164,314,410,645,738,2739,33350,37535,33,801,1000,4400,12399,11948,11121,10743,7627,10846,39,31,67,1,269
-7.692596,53.288234,2020/11/26 00:00:00+00,335,71494,3,2036,2020/11/24 00:00:00+00,71159,5139,616,11763,9197,55,49,165,315,410,647,742,2754,33463,37663,33,806,1000,4433,12443,11983,11158,10774,7651,10878,39,30,67,1,270
-7.692596,53.288234,2020/11/27 00:00:00+00,206,71699,7,2043,2020/11/25 00:00:00+00,71493,5158,619,11803,9345,56,49,166,315,412,651,744,2763,33625,37833,35,819,1000,4468,12506,12037,11205,10830,7679,10915,39,30,67,1,271
-7.692596,53.288234,2020/11/28 00:00:00+00,243,71942,7,2050,2020/11/26 00:00:00+00,71699,5170,619,11840,9378,56,49,168,315,413,653,745,2769,33728,37940,31,829,1002,4493,12554,12059,11236,10864,7695,10933,39,31,67,1,272
-7.692596,53.288234,2020/11/29 00:00:00+00,299,72241,2,2052,2020/11/27 00:00:00+00,71942,5188,619,11852,9393,57,49,169,317,414,657,747,2776,33865,38044,33,849,1000,4519,12604,12093,11281,10889,7709,10964,39,31,67,1,273
-7.692596,53.288234,2020/11/30 00:00:00+00,306,72544,1,2053,2020/11/28 00:00:00+00,72238,5212,619,11896,9400,57,50,170,321,417,659,748,2788,34021,38184,33,865,1000,4560,12646,12142,11332,10924,7737,10998,39,31,67,1,274
-7.692596,53.288234,2020/12/01 00:00:00+00,269,72798,18,2069,2020/11/29 00:00:00+00,72529,5225,622,12002,9411,57,50,170,321,418,659,750,2798,34167,38328,34,874,1000,4592,12698,12192,11387,10967,7758,11033,39,30,67,1,275
-7.692596,53.288234,2020/12/02 00:00:00+00,270,73066,5,2074,2020/11/30 00:00:00+00,72796,5240,624,12068,9538,56,50,170,324,419,662,750,2807,34298,38461,37,887,1000,4619,12753,12225,11431,11007,7779,11067,39,30,67,1,276
-7.692596,53.288234,2020/12/03 00:00:00+00,183,73228,6,2080,2020/12/01 00:00:00+00,73045,5255,624,12110,9606,56,49,169,326,420,665,753,2815,34432,38582,31,889,1009,4650,12792,12260,11476,11039,7802,11100,39,30,67,1,277
-7.692596,53.288234,2020/12/04 00:00:00+00,265,73491,6,2086,2020/12/02 00:00:00+00,73226,5278,623,12137,9640,56,49,169,329,420,666,758,2829,34512,38683,31,904,1000,4671,12821,12291,11499,11062,7823,11127,39,30,67,1,278
-7.692596,53.288234,2020/12/05 00:00:00+00,456,73948,13,2099,2020/12/03 00:00:00+00,73492,5296,628,12174,9700,57,50,170,332,421,666,761,2837,34646,38815,31,915,1000,4714,12860,12338,11537,11100,7843,11157,39,30,67,1,279
-7.692596,53.288234,2020/12/06 00:00:00+00,301,74246,0,2099,2020/12/04 00:00:00+00,73945,5325,628,12234,9722,57,50,170,333,423,668,763,2859,34865,39047,33,931,1000,4763,12916,12422,11598,11160,7891,11236,39,30,67,1,280
-7.692596,53.288234,2020/12/07 00:00:00+00,242,74468,0,2099,2020/12/05 00:00:00+00,74226,5332,630,12264,9746,58,51,171,333,422,668,763,2864,34986,39207,33,959,1000,4814,12948,12463,11630,11194,7912,11278,39,30,67,1,281
-7.692596,53.288234,2020/12/08 00:00:00+00,215,74682,1,2097,2020/12/06 00:00:00+00,74467,5343,630,12302,9824,58,51,171,333,424,668,765,2871,35099,39335,33,972,1000,4847,12976,12498,11673,11227,7935,11311,39,30,67,1,282
-7.692596,53.288234,2020/12/09 00:00:00+00,227,74900,5,2102,2020/12/07 00:00:00+00,74672,5360,633,12329,9878,58,51,172,334,424,668,766,2885,35189,39449,34,977,1000,4871,13003,12535,11705,11261,7960,11332,39,30,68,1,283
